renderedContent,pre_processed,label_sentiment,probability_sentiment,label_emotion,probability_emotion,label_irony,probability_irony,
"I really want to believe that depression this hard isn't normal for teenagers, and it just happens to be my specific circumstances.
 I hate thinking it's a normal thing, but it's becoming normalised because of the environment we've been put in.",really want believe depression hard normal teenagers happens specific circumstances hate thinking normal thing becoming normalised environment put,negative,0.676175594,sadness,0.956646562,irony,0.546282411,
"I hate this time of year, my depression spikes and I can’t control it.",hate time year depression spikes cant control,negative,0.962381005,sadness,0.943252206,irony,0.7628389,
"Depression has been really hitting me for a while and I've been distancing myself from my friends because of it and I feel like shit 🤪 I love my friends dearly but the constant ""they all hate you so dissapear"" thoughts got me fucked..",depression really hitting distancing friends feel like shit love friends dearly constant hate dissapear thoughts got fucked,negative,0.95334959,sadness,0.967692673,non_irony,0.773153424,
Depression is wacky. I have have people tell me they love me but the second they aren’t fully happy around me I assume it’s my fault and they hate me. Logically I know they don’t and it’s fine but I still fear it,depression wacky people tell love second arent fully happy around assume fault hate logically know dont fine still fear,negative,0.718345881,sadness,0.972717285,non_irony,0.735748589,
I kinda hate the person I was while I was with my ex. Yes I became more assertive but only to him and he’s not worth the depression ive been going through,kinda hate person yes became assertive hes worth depression ive going,negative,0.737345874,sadness,0.928909659,non_irony,0.880546749,
Is it seasonal depression or does my family just hate me and I have to be around that more and it’s having negative consequences,seasonal depression family hate around negative consequences,negative,0.919778883,sadness,0.921378255,irony,0.902385831,
i hate staying at my parents for the holidays. in less than 24 hours my depression went from a 4 to a solid 7/8.,hate staying parents holidays less hours depression went solid,negative,0.734899044,sadness,0.968140841,irony,0.641313732,
I hate having days when my anxiety and depression hit me all at once,hate days anxiety depression hit,negative,0.901809633,sadness,0.97716856,irony,0.879076481,
"My Humor is now extremely morbid and disturbing since I've became the very thing i hate, an obnoxious asshole who is a cold hearted mean spirited being in an attempt to cover over my blinding depression of when my crush basically lied to me about everything between us. 

:""^)",humor extremely morbid disturbing since became thing hate obnoxious asshole cold hearted mean spirited attempt cover blinding depression crush basically lied everything,negative,0.977661431,anger,0.870488107,irony,0.588401556,
So it is 4:30am and I can’t sleep. I hate that my depression is keeping me awake.,cant sleep hate depression keeping awake,negative,0.956622839,sadness,0.969560504,non_irony,0.802971005,
I hate feeling like I cant do anything substantial because of my anxiety and depression. It makes me feel so inadequate. (4/?),hate feeling like cant anything substantial anxiety depression makes feel inadequate,negative,0.971145689,sadness,0.966752529,non_irony,0.692345858,
"@TheRedQueenRog I hate it. I can play Overwatch, COD, Dead by daylight, even Fortnite when I was in the mood for it, for hours and for a long period. Like cod I usually played for 4-6 months. 

My brother called it depression...",hate play overwatch cod dead daylight even fortnite mood hours long period like cod usually played months brother called depression,negative,0.907262743,sadness,0.937188506,non_irony,0.90343982,
"My family is doing everything without me and not even asking me if im able to hang out, i hate working 40+ hours a week and christmas time brings on high anxiety and depression send help or fun memes",family everything without even asking able hang hate working hours week christmas time brings high anxiety depression send help fun memes,negative,0.707921624,sadness,0.96713084,irony,0.74294883,
I had to explain to someone what my sickness is. Then she asked what is bipolar so I had to explain that I'm manic bipolar. It's depression and times where I don't want anything and times where I'm happy and times where I don't want anyone to touch me. I just hate explaining to,explain someone sickness asked bipolar explain manic bipolar depression times want anything times happy times want anyone touch hate explaining,negative,0.476438314,sadness,0.882395685,non_irony,0.698338032,
"Anxiety
Depression
Self doubt
Anger
Hate
Sadness
Fear
Loneliness

This is what I call ""The Pack of Wolves"" that chase me. Once in a while one of them catch me, but I have inspiration in my heart from God, and those I call brothers and sisters (literally &amp; physically)!",anxiety depression self doubt anger hate sadness fear loneliness call pack wolves chase one catch inspiration heart god call brothers sisters literally amp physically,negative,0.639621437,sadness,0.980194747,non_irony,0.92051512,
"@KevinMKruse I am on permanent disability because i have severely clinical depression. I hate that question because all i can think is, loser. I lost my career and have nothing to offer. I rarely go to parties any.ore because of this question. Ugh.",permanent disability severely clinical depression hate question think loser lost career nothing offer rarely parties ore question ugh,negative,0.966296911,sadness,0.922935724,non_irony,0.813222706,
"Before I went to college: I hate other people and I'm going to do everything I can to never have a roommate. 

Post-college: I have laid on the couch all day out of depression because my two roommates went on trips without me and I miss them",went college hate people going everything never roommate post college laid couch day depression two roommates went trips without miss,negative,0.874005079,sadness,0.721235096,non_irony,0.654755473,
"I’m off to bed because I’m mad exhausted but sometimes I sit down and reflect. Despite the depression I struggle with (I hate speaking on this publicly and please do seek help if you need it) I’m really thankful to God, my family, my girl, my friends &amp; my entire support system",bed mad exhausted sometimes sit reflect despite depression struggle hate speaking publicly please seek help need really thankful god family girl friends amp entire support system,positive,0.569603324,sadness,0.964522541,non_irony,0.789578259,
"I hate when my body is like, ""oh, you're sick and exhausted? Here, have some depression too!""",hate body like sick exhausted depression,negative,0.974958062,sadness,0.963570058,non_irony,0.576880872,
I’m so sad and depression because Karen took my man and audio pods like wow I wanna die like this is church not tinder # fuck church I hate it Karen I’m going to murder u,sad depression karen took man audio pods like wow wanna die like church tinder fuck church hate karen going murder,negative,0.972472429,sadness,0.977135301,irony,0.624840319,
This job brings so much depression to my life like i hate so much,job brings much depression life like hate much,negative,0.965039372,sadness,0.949044347,irony,0.589742601,
"@VersityTF I fucking hate people who make depression something HAHA WACKY QUIRKYYY IM DEPRESSED HAHA

I dont sit here thinkin about putting a round through the roof of my mouth every night for your ""quirkiness""

its not something to be proud of. depression kills and destroys. fuck that shit",fucking hate people make depression something haha wacky quirkyyy depressed haha dont sit thinkin putting round roof mouth every night quirkiness something proud depression kills destroys fuck shit,negative,0.979192674,anger,0.671254933,non_irony,0.658203006,
I hate how 30% of my games I have teammates on the verge of depression or ready to give up by round 8,hate games teammates verge depression ready give round,negative,0.904229343,sadness,0.875376701,non_irony,0.766271353,
"@MAGA__USA @codeofvets I’ve been there man. I was the Paul of conservatives. That hatred becomes self consuming. I’m seeing this in the patriot movement every day. Depression, despondency. Jesus Christ tells us to love our enemies. God did not wire us to hate. I have a prayer request on my page, for U",ive man paul conservatives hatred becomes self consuming seeing patriot movement every day depression despondency jesus christ tells love enemies god wire hate prayer request page,negative,0.854028761,sadness,0.912955403,irony,0.697714865,
"i hate depression. basketball is all i have , because i can’t even spend the time i need with my girlfriend.",hate depression basketball cant even spend time need girlfriend,negative,0.961019695,sadness,0.974311113,non_irony,0.870525837,
"Mental health has been off and on for a few months now. Everything in my world is going just fine, but my brain is like “hey let’s spiral into a deep depression and self harm and hate yourself again”

It’s so hard to resist. So hard.",mental health months everything world going fine brain like hey lets spiral deep depression self harm hate hard resist hard,neutral,0.459747165,sadness,0.967291534,irony,0.924309433,
"hate when sad music be coming up on my playlist n my phone ain’t close, force depression or sum tf",hate sad music coming playlist phone aint close force depression sum,negative,0.920893371,sadness,0.975139618,non_irony,0.916211009,
@Tanqueeray Hate when my depression manifests itself as a jacket over a hoodie that is too thick to have a jacket over it,hate depression manifests jacket hoodie thick jacket,negative,0.778881371,sadness,0.965090692,non_irony,0.803381979,
"Two thoughts alternating in my head “I hate myself” and “I want to die”
Must be about that time for my uterus to start shedding #pmsdepression is different than my normal depression",two thoughts alternating head hate want die must time uterus start shedding #pmsdepression different normal depression,negative,0.834162951,sadness,0.979149222,non_irony,0.71008271,
I hate when my babies get sick I always think the worse and put myself in a deep depression 😥,hate babies get sick always think worse put deep depression,negative,0.968714118,sadness,0.977580786,irony,0.526891649,
Man I’m really on a self hate streak today but let’s try to flip it on it’s head. I managed to fold the laundry that’s been sitting in my room for two weeks and run a new load and I’m working on folding THAT load. That’s an accomplishment. I’m proud of it. Fuck u depression,man really self hate streak today lets try flip head managed fold laundry thats sitting room two weeks run new load working folding load thats accomplishment proud fuck depression,negative,0.670935094,sadness,0.935735464,irony,0.594750285,
The holidays really exacerbates my depression and I hate it. That bitch is dormant for three seasons and then I feel everything,holidays really exacerbates depression hate bitch dormant three seasons feel everything,negative,0.974794209,sadness,0.891956091,irony,0.858073354,
"Me: I hate my hair :( 

Literally every friend: SHAVE IT, SIS. 

My depression and anxiety: https://t.co/8K6ZXdyqhw",hate hair literally every friend shave sis depression anxiety,negative,0.928599656,sadness,0.960749149,non_irony,0.825411797,
"tw// depression 

these past weeks/days i felt so down and had a lot of breakdowns, today i went to my psychologist, she gave me new medication, idk how to feel about it bc i hate meds and i barely took the others but i hope it helps me :( 
i’m sorry for this tweet 💗",depression past weeks days felt lot breakdowns today went psychologist gave new medication idk feel hate meds barely took others hope helps sorry tweet,negative,0.634561956,sadness,0.981283426,non_irony,0.749404848,
PLEASEcan people stop thinking that normal things are signs of depression like ‘oh my god i check my phone a lot all the time’ and ‘im SOOO tired’ and ‘ugh i hate school’ bitch ur literally making people with ACTUAL depression worse shut up and go make another save the turtle vid,pleasecan people stop thinking normal things signs depression like god check phone lot time sooo tired ugh hate school bitch literally making people actual depression worse shut make another save turtle vid,negative,0.981696665,anger,0.739380896,non_irony,0.64617008,
"I have to add, I'm lazy as fuck, I hate studying anatomy etc., it bores the shit out of me. Also I spent more time learning how to render than learning anatomy. Additionally, thanks to bad depression I barely drew for a year and my skill regressed rather badly.",add lazy fuck hate studying anatomy etc bores shit also spent time learning render learning anatomy additionally thanks bad depression barely drew year skill regressed rather badly,negative,0.978338122,sadness,0.836058736,non_irony,0.60667491,
"AAAAAAAAAAAAAAAAAAAAAAAAAAARRRGGGG!!!

*sigh*  

Hello again, Depression. Once again I hate everyone, especially myself, and I need to remind myself that it's not real.  It's the depression messing with my head again.  Making me feel worthless.",aaaaaaaaaaaaaaaaaaaaaaaaaaarrrgggg sigh hello depression hate everyone especially need remind real depression messing head making feel worthless,negative,0.979360998,sadness,0.974737287,non_irony,0.648679078,
my memory is so shot from depression AND I FUCKING HATE IT,memory shot depression fucking hate,negative,0.976023495,anger,0.798296988,irony,0.63596946,
"i hate when my dad says “audrey you look like you’re losing weight” bc i know it sounds like a compliment but im not trying to lose weight, i’m losing weight bc im not eating and im not eating bc of stress and depression and anxiety so all he’s doing is reminding me of that",hate dad says audrey look like youre losing weight know sounds like compliment trying lose weight losing weight eating eating stress depression anxiety hes reminding,neutral,0.503773391,sadness,0.966260314,irony,0.826512456,
"I need so much validation. Fuck I hate my #BPD. I have so much anger and so much sadness and I feel empty all the time. My lows are excruciatingly low. And my ups are barely there anymore, because of my #depression. I hate having such strong feelings that I can't control.",need much validation fuck hate #bpd much anger much sadness feel empty time lows excruciatingly low ups barely anymore #depression hate strong feelings control,negative,0.966479897,sadness,0.95731914,non_irony,0.829827607,
“my 8 year old CHILD has depression so i hate her” twitter.com/sfergs_/status…,year old child depression hate,negative,0.958595455,sadness,0.9166857,irony,0.75919956,
Time to go take my depression nap in the great outdoors because I can and it’s 75° and I hate my life https://t.co/X4ly5rf4MP,time take depression nap great outdoors hate life,negative,0.824106932,sadness,0.974730492,irony,0.585617185,
"I HATE COLLEGE LIFE. the hardest fase i ever went through; lost my friends, have no time for my sport, lost my loml and my only supporter, depression hits hard, loneliness, no time or energy for anything.. 
god please all i ask for is somthing cheerful to happen to me these days.",hate college life hardest fase ever went lost friends time sport lost loml supporter depression hits hard loneliness time energy anything god please ask somthing cheerful happen days,negative,0.932365179,sadness,0.979796588,non_irony,0.927378893,
"@margie_strike @GretaThunberg @MichelleObama @Gr3Te4rights @BCOOL333 @ivyjofreeman @mcspocky @AlimonteLina @NIMHrat @DetroitLove88 @BandieraNancy My daughters bf as #Autism and he his a prince. 🙏

 I borderline on #Autism and #aspergers not to mention  issues w/#anxiety n #depression. Not ashamed of it, proud of it.

Limbaugh should look in his own closet but he's in the business of selling papers via hate.

DISGRACEFUL",daughters #autism prince borderline #autism #aspergers mention issues #anxiety #depression ashamed proud limbaugh look closet business selling papers via hate disgraceful,negative,0.946516693,sadness,0.779718757,non_irony,0.551729858,
"Today I feel pretty cold and alone. Sometimes everything around me seems to be so unreal and hollow. I know it's not, but it feels strongly empty. Phfew. Hate my depression. Hate if it's telling me lies. Won't listen to it!",today feel pretty cold alone sometimes everything around seems unreal hollow know feels strongly empty phfew hate depression hate telling lies listen,negative,0.962066472,sadness,0.979938388,non_irony,0.887880862,
"I do have many concerns. I just take them lightly. I hate overthinking, it makes me dizzy and i have had enough stupid shit i have to face so no more depression u can suck my shit.",many concerns take lightly hate overthinking makes dizzy enough stupid shit face depression suck shit,negative,0.976014435,sadness,0.900770247,non_irony,0.780407488,
@theHetal Yes to face my new life with strength. To lose this depression weight. I hate 2019.,yes face new life strength lose depression weight hate,neutral,0.526783347,sadness,0.905147552,irony,0.649756312,
"My birthday is tomorrow and the depression is settling in.

It’s not that I hate getting older. It’s just that I hate that I haven’t grown in the last year. Really wish I could actually accomplish goals that I set for myself...",birthday tomorrow depression settling hate getting older hate havent grown last year really wish could actually accomplish goals set,negative,0.915261626,sadness,0.973692477,non_irony,0.914005458,
"If I use all my money to do showoff many more would have had blocked me &amp; the hate would have been super worse. 

Some people have real life goals/achievements and can still afford to do mad/proper showoff and put your  faves into depression. Don’t even go there. LOL",use money showoff many would blocked amp hate would super worse people real life goals achievements still afford mad proper showoff put faves depression dont even lol,negative,0.761989295,sadness,0.557738245,non_irony,0.691908002,
"I hate when people blame everything on depression. Yes, some people it truly is because of depression but there is a thing called just being lazy. I have days where my life is a disaster &amp; I let things go for awhile but I get exhausted/lazy not depressed. Know the difference.",hate people blame everything depression yes people truly depression thing called lazy days life disaster amp let things awhile get exhausted lazy depressed know difference,negative,0.9462865,sadness,0.955410242,non_irony,0.633763254,
@AnnaTaughtYou You have to figure out how to let the hate go.. I had to do this a few months ago. It was hard as hell but when I did my depression got better. If you need to talk dm me and I can talk about what helped me.,figure let hate months ago hard hell depression got better need talk talk helped,neutral,0.529769599,sadness,0.96812582,non_irony,0.756310046,
"I keep trying to tell myself this is just seasonal depression. 

But I hate this house. I feel like I had my shit together more in the old house. Maybe I’m just being hopeful that’s the case. 

If we stay in this state, I need the fuck out of this house.",keep trying tell seasonal depression hate house feel like shit together old house maybe hopeful thats case stay state need fuck house,negative,0.915273607,sadness,0.951831341,non_irony,0.763978183,
Top of the morning starting to not like waking up I hate my life with a passion it’s terrible it’s worst Cohen I thought and I play it off so well just wondering what’s gonna happen to me if I don’t get out of this depression 😢😢😢😢😢😢😢😢😢,top morning starting like waking hate life passion terrible worst cohen thought play well wondering whats gonna happen dont get depression,negative,0.935013354,sadness,0.969365418,non_irony,0.601052642,
Suffering from PTSD and Depression is no joke. I hate when these real lows and sleepless nights hit. The constant looking over my shoulder and wanting to attack anyone who looks at me the wrong way. I'll get back to the gring soon. #MentalHealthAwareness #PTSD #stop22 #depression,suffering ptsd depression joke hate real lows sleepless nights hit constant looking shoulder wanting attack anyone looks wrong way get back gring soon #mentalhealthawareness #ptsd #stop #depression,negative,0.923113585,sadness,0.978974879,non_irony,0.832413077,
"Before 2019 ends, I have to reflect on the things that happened to me:
1. My Switch broke on September
2. Got roasted by Pokemon fandoms that may lead to depression
3. Getting rejected by society for few days
4. Feels like I hate myself

I hope 2020 was a good year.
Happy holiday https://t.co/fPBCH4q5l7",ends reflect things happened switch broke september got roasted pokemon fandoms may lead depression getting rejected society days feels like hate hope good year happy holiday,negative,0.649493814,sadness,0.950069249,irony,0.541687608,
"Really hate how my parents keep saying “you only need a 70 atar” “only 70” bitch it’s not only 70 when you have crippling depression, anxiety, memory loss, physical injury, incompetent examiners and 3 new syllabuses but sure, “only 70”",really hate parents keep saying need atar bitch crippling depression anxiety memory loss physical injury incompetent examiners new syllabuses sure,negative,0.973113239,anger,0.670133173,irony,0.630225778,
My biggest flex this year is i got worse depression and anxiety. I become hate for who i am. Later in mid of june i decide to delete instagram and i found @Stray_Kids . I recover bit by bit from their songs and become one of Stay and sign up for JYP fanclub. https://t.co/qNXuYeVDr5,biggest flex year got worse depression anxiety become hate later mid june decide delete instagram found recover bit bit songs become one stay sign jyp fanclub,negative,0.85286814,sadness,0.976029754,non_irony,0.864296734,
"GM all my beautiful people on the inside.  Let's shake off the anxiety , depression , hate, racism, negativity, and niggativity (what evers weighing you down ) Let's be great even if we not feeling it today",beautiful people inside let shake anxiety depression hate racism negativity niggativity evers weighing let great even feeling today,positive,0.901253164,sadness,0.539790571,non_irony,0.589563549,
"Long story short, I hate xmas with a passion. It triggers depression &amp; moodiness. Losing parents is shitty, losing them at this time of year is shittier. My usual survival tactics are unavailable to me this year so dealing with gfx card companies, parcel shitheads etc is ARSE!!",long story short hate xmas passion triggers depression amp moodiness losing parents shitty losing time year shittier usual survival tactics unavailable year dealing gfx card companies parcel shitheads etc arse,negative,0.976960778,anger,0.859535336,non_irony,0.568787813,
depression december is real. god i hate this month as much as i hate my birthday month. 🙃🙃,depression december real god hate month much hate birthday month,negative,0.966178954,sadness,0.959263265,non_irony,0.767405987,
"Depression, while I’m not working. I hate not working it’s so boring. But I couldn’t get a job with schizophrenia my cv isn’t very good I’ve been sectioned 5 times in the last 6 years. So I’ve not worked. Never mind hopefully my dads business will go well please god it does",depression working hate working boring couldnt get job schizophrenia isnt good ive sectioned times last years ive worked never mind hopefully dads business well please god,negative,0.945491552,sadness,0.948952734,non_irony,0.777658284,
"All of this really has f*cked up my #mentalhealth. Trying hard to do CBT, mindfulness, meditation, etc techniques to manage depression &amp; anxiety but the black cloud is too overwhelming... Struggling here... Hate feeling like this...

#MentalHealthAwareness",really cked #mentalhealth trying hard cbt mindfulness meditation etc techniques manage depression amp anxiety black cloud overwhelming struggling hate feeling like #mentalhealthawareness,negative,0.727905691,sadness,0.974340618,non_irony,0.640931547,
i sent my manager a saying “you and *my assistant manager* can make me look like an asshole all you want but i’m not coming in” so i’m gonna get fired HAHA i hate my life i hate anger i hate depression i hate mental illness so fucking much,sent manager saying assistant manager make look like asshole want coming gonna get fired haha hate life hate anger hate depression hate mental illness fucking much,negative,0.980153561,anger,0.974225879,irony,0.633539557,
"TW

I hate how quickly I swing from depression back to hyper and super happy around Summer. Any other time of year it’s like every two weeks or months but as soon as Summer gets here I’m suicidal one second and loving everything I see the next. It’s exhausting. I despise my brain",hate quickly swing depression back hyper super happy around summer time year like every two weeks months soon summer gets suicidal one second loving everything see next exhausting despise brain,neutral,0.372229099,sadness,0.968122125,irony,0.602514625,
"@Cowloe @Trans_Artists I'm trying to work out right now if any of my self-hate is dysphoria related or if it's just garden variety depression
Some sources are just like 'you'll know'
And I'm like... I didn't know I was bi for 20+ years, idek, repression can be powerful and existence is a trip",trying work right self hate dysphoria related garden variety depression sources like know like know years idek repression powerful existence trip,negative,0.529820621,sadness,0.965844095,non_irony,0.691465139,
"I hate being depressed. Then I have a feeling that I need to talk to someone about my depression to make it better but at the same time I don't want to be vulnerable and attention-seeking and whiny. Still, I am so sad I even lose all motivation to eat...",hate depressed feeling need talk someone depression make better time want vulnerable attention seeking whiny still sad even lose motivation eat,negative,0.921932876,sadness,0.980556071,non_irony,0.89560926,
"Honestly fuck my depression. Not only do I hate her, but she also has hella split ends and is so NOT hot.",honestly fuck depression hate also hella split ends hot,negative,0.968567014,anger,0.736190915,non_irony,0.712865055,
"and in confidence I can say he loves me just as much. that's a really good feeling. my anxiety and depression try, and sometimes they can make me believe for short fits that i'm a burden or I've made him resent or hate me. but he always shows me that's not true.",confidence say loves much really good feeling anxiety depression try sometimes make believe short fits burden made resent hate always shows true,positive,0.691755056,sadness,0.961117089,irony,0.844925046,
"I hate hate hate when my depression interferes with my ability to draw, especially during commissions. I’ve wiped this commission clean and redone it multiple times, hopefully this time is going to look good enough to keep",hate hate hate depression interferes ability draw especially commissions ive wiped commission clean redone multiple times hopefully time going look good enough keep,negative,0.760954499,sadness,0.930387318,non_irony,0.909321189,
My annual “I hate this holiday” depression is hitting harder than usual this year.,annual hate holiday depression hitting harder usual year,negative,0.923696101,sadness,0.951856554,irony,0.907791436,
"I hate having depression bc everything could be great in my life but for no reason at all I’ll get in a sad, shitty mood for the rest of the day.",hate depression everything could great life reason ill get sad shitty mood rest day,negative,0.945866287,sadness,0.979545236,non_irony,0.586455643,
yo my depression is so bad i told someone how i felt. now that’s some shit that won’t happen again i hate how i feel after,depression bad told someone felt thats shit wont happen hate feel,negative,0.946472883,sadness,0.95264411,non_irony,0.622139812,
Love when my depression and anxiety get really bad for just no reason at all and I cry for no reason and I just really hate myself lol so tight,love depression anxiety get really bad reason cry reason really hate lol tight,negative,0.909149408,sadness,0.981177211,non_irony,0.655484736,
"@jpierni @daeley1967 @BCOOL333 @mmpadellan @bamableu @sdr_medco @dr0lst0n @RoseSage6 @HGilmore68 @UROCKlive1 @TeaPainUSA @FaithCampbellJ1 @VABlueBelle18 @Kris_Sacrebleu @strom_annette @MrsRabbitResist @Kokomothegreat @4a_of @SDDNP @GretaThunberg Very well expressed John! I have bad anxiety, DX w/chronic agitated depression&amp;Xanax worked so well for me. My Dr moved on&amp;clon is what I get now-grateful for that but hate the stigma on Xanax&amp;on mental health! No one gets it unless they experience it, this includes chronic pain.",well expressed john bad anxiety chronic agitated depression amp xanax worked well moved amp clon get grateful hate stigma xanax amp mental health one gets unless experience includes chronic pain,neutral,0.495913267,sadness,0.969819427,non_irony,0.707220137,
You know what sucks about depression is you loose all motivation to do anything. I’ve given up on photography in a way. I haven’t picked up my board in 2 months. The only thing I’ve done is tinker on my car. I barely hangout with any of my friends. I hate being in the dark,know sucks depression loose motivation anything ive given photography way havent picked board months thing ive done tinker car barely hangout friends hate dark,negative,0.936524451,sadness,0.958667397,non_irony,0.913091958,
If i'm gonna have depression the least it could do is also make me hate me body enough or not enjoy food enough to be skinny...need my appetite to go wherever my will to live went...,gonna depression least could also make hate body enough enjoy food enough skinny need appetite wherever live went,positive,0.52478081,sadness,0.387580335,non_irony,0.941454768,
Hate when my depression hits me out of no where cus it hits super hard but I gotta stay focused and fight through it,hate depression hits cus hits super hard gotta stay focused fight,negative,0.730226815,sadness,0.972761095,non_irony,0.888089061,
i literally hate myself for my depression and anxiety.,literally hate depression anxiety,negative,0.973403037,sadness,0.93954432,irony,0.646988213,
"@AbacusMike I muted him not a big fan of his seething hate miserable depression and crying victim over everyting showing up on my feed
👍",muted big fan seething hate miserable depression crying victim everyting showing feed,negative,0.970010698,sadness,0.916104972,irony,0.58526665,
I hate my depression so much. It's like it just eats up my brain.,hate depression much like eats brain,negative,0.961361408,sadness,0.952753603,irony,0.652333498,
"if you ask me why i hate the end of the year, in the last month
- ive had two family deaths
- my dog got hospitalized and had to have surgery

my depression gets WORSE at the end of the year, so i have even LESS energy and will to live,",ask hate end year last month ive two family deaths dog got hospitalized surgery depression gets worse end year even less energy live,negative,0.982025802,sadness,0.971364558,non_irony,0.855692089,
I don’t want to be depressed anymore. It’s not fair to you guys. You signed up for the sweet and cheerful Jess but lately you’ve been my stuck with this depressed mess. I really hate having depression because I miss being happy,dont want depressed anymore fair guys signed sweet cheerful jess lately youve stuck depressed mess really hate depression miss happy,negative,0.791724265,sadness,0.980716228,non_irony,0.606871188,
The worst thing about my anxiety and depression is the fact no matter how much people tell me they love me/want me around/that I dont annoy them etc I dont believe it that I over think every slight thing that would make it seem the opposite and I hate myself and then I hate,worst thing anxiety depression fact matter much people tell love want around dont annoy etc dont believe think every slight thing would make seem opposite hate hate,negative,0.712351084,sadness,0.888432682,non_irony,0.839274347,
I honestly hate talking about my depression with people who don’t understand or are ignorant when it comes to it. “How you depressed in Mexico?” “Just stop being being sad”,honestly hate talking depression people dont understand ignorant comes depressed mexico stop sad,negative,0.976736069,sadness,0.891511738,non_irony,0.760736227,
"@heylandsberg this time of year my depression really turns up a few notches December 5th 2017 I lost my grandma who was my everything when I needed , January 25th 2006 I lost my dad and my world shattered December and January are miserable  months for me I hate life through these",time year depression really turns notches december lost grandma everything needed january lost dad world shattered december january miserable months hate life,negative,0.962147474,sadness,0.978130579,non_irony,0.747956872,
I'm starting to hate my life if have bipoler and the depression moods are more often now I'm hateing scary sounds at night it's annoying&gt;&lt; and if had a few times if hurt myself..... I'm scared and struggling to survive and be happy....,starting hate life bipoler depression moods often hateing scary sounds night annoying times hurt scared struggling survive happy,negative,0.969891608,sadness,0.96129334,non_irony,0.755499661,
Oh hello checking in for like the second time this year to tell into the abyss about my fucking depression and how much I hate this time of year. It’s cool how I work really hard and still feel like dumb fat lazy garbage #thisisnotcool,hello checking like second time year tell abyss fucking depression much hate time year cool work really hard still feel like dumb fat lazy garbage #thisisnotcool,negative,0.972551703,sadness,0.545045316,irony,0.682272792,
I hate depression. Sometimes it feels like it’s taking over my life one day at a time. 😓,hate depression sometimes feels like taking life one day time,negative,0.841235518,sadness,0.982105196,non_irony,0.685343027,
I really hate this sad depression shit bro. I really hope this shit leaves soon. I haven’t been this depressed for this amount of time since high school &amp; it’s lowkey scaring me. I have a very bright light but I lost it on November 9th &amp; idk how to get my light back permanently,really hate sad depression shit bro really hope shit leaves soon havent depressed amount time since high school amp lowkey scaring bright light lost november amp idk get light back permanently,negative,0.967907488,sadness,0.975912988,non_irony,0.962404966,
Earlier today I was so crippled by depression I couldn’t leave my bed. Now I’m in Tesco listening to Keep on loving you by REO Speedwagon and wanting to screem the lyrics out loud. And also cry. And laugh. I both hate and love my life.,earlier today crippled depression couldnt leave bed tesco listening keep loving reo speedwagon wanting screem lyrics loud also cry laugh hate love life,neutral,0.382798642,sadness,0.967587233,non_irony,0.663448155,
"I was told by my therapist, that the reason ppl drain or take from me is because I bring something great to those around! Well can I pls change that. Cause the tears I cry! The hate I have for myself is tiring! The depression is setting back in and it’s kicking my ass now",told therapist reason ppl drain take bring something great around well pls change cause tears cry hate tiring depression setting back kicking ass,negative,0.837479711,sadness,0.932176709,non_irony,0.790051401,
"I hate to be a grinch or a scrooge, but I really do loathe this time of year. The family expectations on my shoulders + financial struggles + anxiety/depression turn Christmas into a living Hell.",hate grinch scrooge really loathe time year family expectations shoulders financial struggles anxiety depression turn christmas living hell,negative,0.971158445,anger,0.483107448,non_irony,0.776167154,
I hate my birthday every year. Its just a bunch of fucked up memorys that gets me in a depression funk like 2 months in advance. I hate it with a passion. This year Leo surprised me a DAY early with a ice cream cake &amp; edibles. Hes so sweet I wuv him so much💕 https://t.co/2HPp3Qe47n,hate birthday every year bunch fucked memorys gets depression funk like months advance hate passion year leo surprised day early ice cream cake amp edibles hes sweet wuv much,negative,0.749630153,sadness,0.875098526,non_irony,0.852273345,
"Fuck man, my depression is hitting me hard today for some reason. I don't want to leave my bed. Wtf is wrong with me I hate days like these.",fuck man depression hitting hard today reason want leave bed wtf wrong hate days like,negative,0.981805027,sadness,0.496296257,non_irony,0.748514891,
So i just started my yearly depression anime run where i watch everything that ive watched and made me feel some kind of way back to back because i hate myself,started yearly depression anime run watch everything ive watched made feel kind way back back hate,positive,0.702600598,sadness,0.971819937,irony,0.658878326,
"The one day I choose to maintain my home, and depression decided to pay me a visit. It's like every Sunday is a designated day for me to feel sad, and I hate it.",one day choose maintain home depression decided pay visit like every sunday designated day feel sad hate,negative,0.826895237,sadness,0.980148435,non_irony,0.541631818,
day 4 of concerta and its starting to give me depression and major mood swings again haha there is no other medication for adhd in this stupid country this is my only option i hate it i hate it i hate it,day concerta starting give depression major mood swings haha medication adhd stupid country option hate hate hate,negative,0.973882437,sadness,0.817887306,irony,0.625227809,
"@Desha7 Surprised me. The bill was 110. 
70 for depression/ ongoing consultation 
so as to re-up my meds. 
I like to think my part has been done 
to uphold the #GOPTaxScam 
Hate to have the RatBastards 
lose out on The2ndBoat.",surprised bill depression ongoing consultation meds like think part done uphold #goptaxscam hate ratbastards lose ndboat,neutral,0.463356644,anger,0.7664029,irony,0.792767525,
